TR	RelativeTime	Datetime	Description
209	422.014832	23-Jan-2025 12:51:34	TrueTR
212	424.0134949	23-Jan-2025 12:51:36	SimTR
210	424.0150011	23-Jan-2025 12:51:36	TrueTR
213	426.0134515	23-Jan-2025 12:51:38	SimTR
211	426.0145466	23-Jan-2025 12:51:38	TrueTR
214	428.0133739	23-Jan-2025 12:51:40	SimTR
212	428.0148856	23-Jan-2025 12:51:40	TrueTR
215	430.014671	23-Jan-2025 12:51:42	SimTR
213	430.0157665	23-Jan-2025 12:51:42	TrueTR
216	432.0000434	23-Jan-2025 12:51:44	SimTR
214	432.0026364	23-Jan-2025 12:51:44	TrueTR
217	434.0000917	23-Jan-2025 12:51:46	SimTR
215	434.0018816	23-Jan-2025 12:51:46	TrueTR
216	435.9965313	23-Jan-2025 12:51:48	TrueTR
218	436.0000174	23-Jan-2025 12:51:48	SimTR
217	437.9964958	23-Jan-2025 12:51:50	TrueTR
219	438.0000195	23-Jan-2025 12:51:50	SimTR
218	439.9972826	23-Jan-2025 12:51:52	TrueTR
220	440.0000645	23-Jan-2025 12:51:52	SimTR
221	442.0127684	23-Jan-2025 12:51:54	SimTR
219	442.0140716	23-Jan-2025 12:51:54	TrueTR
222	444.0126948	23-Jan-2025 12:51:56	SimTR
220	444.0141684	23-Jan-2025 12:51:56	TrueTR
223	446.0129564	23-Jan-2025 12:51:58	SimTR
221	446.0144343	23-Jan-2025 12:51:58	TrueTR
224	448.0142692	23-Jan-2025 12:52:00	SimTR
222	448.0158327	23-Jan-2025 12:52:00	TrueTR
225	450.0129375	23-Jan-2025 12:52:02	SimTR
223	450.0140387	23-Jan-2025 12:52:02	TrueTR
226	452.0152325	23-Jan-2025 12:52:04	SimTR
224	452.0167369	23-Jan-2025 12:52:04	TrueTR
227	454.0157779	23-Jan-2025 12:52:06	SimTR
225	454.0172714	23-Jan-2025 12:52:06	TrueTR
228	456.0140562	23-Jan-2025 12:52:08	SimTR
226	456.015236	23-Jan-2025 12:52:08	TrueTR
229	458.0132255	23-Jan-2025 12:52:10	SimTR
227	458.0147486	23-Jan-2025 12:52:10	TrueTR
230	460.0153854	23-Jan-2025 12:52:12	SimTR
228	460.0165124	23-Jan-2025 12:52:12	TrueTR
231	462.000017	23-Jan-2025 12:52:14	SimTR
229	462.0084893	23-Jan-2025 12:52:14	TrueTR
232	464.000042	23-Jan-2025 12:52:16	SimTR
230	464.0042333	23-Jan-2025 12:52:16	TrueTR
233	466.0000687	23-Jan-2025 12:52:18	SimTR
231	466.002297	23-Jan-2025 12:52:18	TrueTR
234	468.0000808	23-Jan-2025 12:52:20	SimTR
232	468.0022341	23-Jan-2025 12:52:20	TrueTR
235	470.0000753	23-Jan-2025 12:52:22	SimTR
233	470.0016412	23-Jan-2025 12:52:22	TrueTR
236	472.1773723	23-Jan-2025 12:52:24	SimTR
234	472.178664	23-Jan-2025 12:52:24	TrueTR
237	474.0304859	23-Jan-2025 12:52:26	SimTR
235	474.0321332	23-Jan-2025 12:52:26	TrueTR
238	476.013917	23-Jan-2025 12:52:28	SimTR
236	476.0158024	23-Jan-2025 12:52:28	TrueTR
239	478.0212104	23-Jan-2025 12:52:30	SimTR
237	478.0225295	23-Jan-2025 12:52:30	TrueTR
240	480.0333866	23-Jan-2025 12:52:32	SimTR
238	480.0349843	23-Jan-2025 12:52:32	TrueTR
239	481.9978284	23-Jan-2025 12:52:34	TrueTR
241	482.0322737	23-Jan-2025 12:52:34	SimTR
240	483.9978453	23-Jan-2025 12:52:36	TrueTR
242	484.0139685	23-Jan-2025 12:52:36	SimTR
241	485.9994175	23-Jan-2025 12:52:38	TrueTR
243	486.0335214	23-Jan-2025 12:52:38	SimTR
242	487.9990029	23-Jan-2025 12:52:40	TrueTR
244	488.0329186	23-Jan-2025 12:52:40	SimTR
243	489.9979058	23-Jan-2025 12:52:42	TrueTR
245	490.0144802	23-Jan-2025 12:52:42	SimTR
244	491.9978756	23-Jan-2025 12:52:44	TrueTR
